ensembl_gene_id	gene_name	gene_biotype
ENSMUSG00000081957	Ak3l2-ps	pseudogene
ENSMUSG00000085252	8430437L04Rik	lincRNA
ENSMUSG00000085427	6430710C18Rik	lincRNA
ENSMUSG00000084213	Hspe1-ps5	pseudogene
ENSMUSG00000063714	1700011J10Rik	antisense
ENSMUSG00000082455	Gm13665	pseudogene
ENSMUSG00000083569	Gm13666	pseudogene
ENSMUSG00000083976	Gm13664	pseudogene
ENSMUSG00000085519	Gm13703	antisense
ENSMUSG00000086546	Gm13709	antisense
ENSMUSG00000087176	D230022J07Rik	lincRNA
ENSMUSG00000085768	Gm13707	antisense
ENSMUSG00000086069	Gm13708	lincRNA
ENSMUSG00000086382	Gm13705	antisense
ENSMUSG00000086544	Gm13704	antisense
ENSMUSG00000085838	Gm13706	antisense
ENSMUSG00000081062	Gm13640	pseudogene
ENSMUSG00000083072	Gm13668	pseudogene
ENSMUSG00000085387	A630050E04Rik	lincRNA
ENSMUSG00000084791	Gm13667	lincRNA
ENSMUSG00000085405	4930441J16Rik	lincRNA
ENSMUSG00000087205	4930445N08Rik	antisense
ENSMUSG00000075279	Mrpl23-ps1	pseudogene
ENSMUSG00000082973	Gm13672	pseudogene
ENSMUSG00000092315	Gm20440	lincRNA
ENSMUSG00000052371	1700109F18Rik	antisense
ENSMUSG00000075277	6720416L17Rik	antisense
ENSMUSG00000085015	Gm14424	lincRNA
ENSMUSG00000086559	Gm14426	lincRNA
ENSMUSG00000081156	Gm14425	pseudogene
ENSMUSG00000083837	Gm14427	pseudogene
ENSMUSG00000087333	Gm13652	lincRNA
ENSMUSG00000086044	A330043C09Rik	lincRNA
ENSMUSG00000081406	Gm13654	pseudogene
ENSMUSG00000075276	Gm13653	pseudogene
ENSMUSG00000086200	Gm13659	lincRNA
ENSMUSG00000087504	Gm13658	lincRNA
ENSMUSG00000086576	Gm13660	lincRNA
ENSMUSG00000082152	Gm13655	pseudogene
ENSMUSG00000087222	E030042O20Rik	lincRNA
ENSMUSG00000087527	Gm13656	lincRNA
ENSMUSG00000086813	Gm13657	lincRNA
ENSMUSG00000081833	Gm13669	pseudogene
ENSMUSG00000082187	Gm13670	pseudogene
ENSMUSG00000086354	Gm13938	antisense
ENSMUSG00000084087	Gm13650	pseudogene
ENSMUSG00000081611	Gm13651	pseudogene
ENSMUSG00000085277	Gm13943	lincRNA
ENSMUSG00000082006	Gm13649	pseudogene
ENSMUSG00000085845	Gm13944	antisense
ENSMUSG00000087102	Gm13661	lincRNA
ENSMUSG00000087353	Gm13727	processed_transcript
ENSMUSG00000081719	Gm13726	pseudogene
ENSMUSG00000085431	4930440I19Rik	lincRNA
ENSMUSG00000054510	Gm14461	lincRNA
ENSMUSG00000082701	Gm14460	pseudogene
ENSMUSG00000082046	Gm14464	pseudogene
ENSMUSG00000084239	Gm14463	pseudogene
ENSMUSG00000082731	Gm14467	pseudogene
ENSMUSG00000084101	Gm17014	pseudogene
ENSMUSG00000083950	Gm14466	pseudogene
ENSMUSG00000080984	Gm14469	pseudogene
ENSMUSG00000083691	Gm14465	pseudogene
ENSMUSG00000081284	Gm13673	pseudogene
ENSMUSG00000083519	Gm13674	pseudogene
ENSMUSG00000085921	Gm13752	antisense
ENSMUSG00000082494	Gm13687	pseudogene
ENSMUSG00000081487	Gm13689	pseudogene
ENSMUSG00000083284	Gm13688	pseudogene
ENSMUSG00000086436	Gm13690	pseudogene
ENSMUSG00000064193	Gm13699	pseudogene
ENSMUSG00000084107	Gm13700	pseudogene
ENSMUSG00000084297	Gm13755	pseudogene
ENSMUSG00000076767	Trav7d-3	IG_V_gene
ENSMUSG00000076769	Trav7d-4	IG_V_gene
ENSMUSG00000076771	Trav9d-1	IG_V_gene
ENSMUSG00000076824	Trav14n-3	IG_V_gene
ENSMUSG00000021796	Bmpr1a	protein_coding
ENSMUSG00000019756	Prl8a1	protein_coding
ENSMUSG00000054342	Kcnn4	protein_coding
ENSMUSG00000041954	Tnfrsf18	protein_coding
ENSMUSG00000058152	Chsy3	protein_coding
ENSMUSG00000024855	Pacs1	protein_coding
ENSMUSG00000073555	Gm4951	protein_coding
ENSMUSG00000091181	Gm17647	protein_coding
ENSMUSG00000030518	Fam189a1	protein_coding
ENSMUSG00000068606	Gm4841	protein_coding
ENSMUSG00000087186	Gm16936	lincRNA
ENSMUSG00000085554	AI854517	lincRNA
ENSMUSG00000090948	Gm17512	lincRNA
ENSMUSG00000091217	5430400D12Rik	lincRNA
ENSMUSG00000090517	6330403N20Rik	lincRNA
ENSMUSG00000086033	2900076A07Rik	lincRNA
ENSMUSG00000087237	Gm16703	lincRNA
ENSMUSG00000086783	Gm14262	lincRNA
ENSMUSG00000082239	Gm14234	pseudogene
ENSMUSG00000085322	Gm14261	lincRNA
ENSMUSG00000086348	1700017J07Rik	lincRNA
ENSMUSG00000086658	Gm14260	lincRNA
ENSMUSG00000086238	Gm14258	lincRNA
ENSMUSG00000037972	Snn	protein_coding
ENSMUSG00000085369	9430093N23Rik	lincRNA
ENSMUSG00000022498	Txndc11	protein_coding
ENSMUSG00000086840	Gm14250	lincRNA
ENSMUSG00000085350	4930529I22Rik	lincRNA
ENSMUSG00000087074	Gm14249	lincRNA
ENSMUSG00000084013	Gm14270	pseudogene
ENSMUSG00000086999	1700040N02Rik	antisense
ENSMUSG00000086970	Gm14259	antisense
ENSMUSG00000084067	Gm14269	pseudogene
ENSMUSG00000085495	Gm16796	antisense
ENSMUSG00000085225	Gm14637	antisense
ENSMUSG00000085158	Gm14264	lincRNA
ENSMUSG00000080955	Gm14263	pseudogene
ENSMUSG00000084829	Gm14266	lincRNA
ENSMUSG00000084818	Gm14640	lincRNA
ENSMUSG00000086613	1700007M16Rik	lincRNA
ENSMUSG00000086823	1700028P15Rik	processed_transcript
ENSMUSG00000085426	Gm14272	lincRNA
ENSMUSG00000087100	Gm14641	lincRNA
ENSMUSG00000087409	Gm14271	antisense
ENSMUSG00000037965	Zc3h7a	protein_coding
ENSMUSG00000083793	Gm14274	pseudogene
ENSMUSG00000085949	Gm14275	lincRNA
ENSMUSG00000085905	Gm14273	antisense
ENSMUSG00000087633	Gm14455	lincRNA
ENSMUSG00000081344	Gm14303	pseudogene
ENSMUSG00000092596	Gm20490	processed_transcript
ENSMUSG00000087442	Gm14453	antisense
ENSMUSG00000087382	1300015D01Rik	antisense
ENSMUSG00000087600	Gm14454	antisense
ENSMUSG00000086114	Gm14642	lincRNA
ENSMUSG00000055897	Ppp4r1l-ps	pseudogene
ENSMUSG00000085938	Gm14371	pseudogene
ENSMUSG00000082543	Gm14336	pseudogene
ENSMUSG00000081700	Gm14337	pseudogene
ENSMUSG00000082519	Vamp7-ps	pseudogene
ENSMUSG00000074555	Gm10714	antisense
ENSMUSG00000086537	Nespas	antisense
ENSMUSG00000082641	Rpl30-ps5	pseudogene
ENSMUSG00000080158	Gm14385	pseudogene
ENSMUSG00000082353	Vmn1r-ps1	pseudogene
ENSMUSG00000084795	Gm14617	processed_transcript
ENSMUSG00000005846	Rsl1d1	protein_coding
ENSMUSG00000087215	Gm14618	lincRNA
ENSMUSG00000086177	Gm14616	lincRNA
ENSMUSG00000085608	Gm16354	pseudogene
ENSMUSG00000082112	Gm14445	pseudogene
ENSMUSG00000084050	Gm14439	pseudogene
ENSMUSG00000080888	Gm14387	pseudogene
ENSMUSG00000081949	Gm14392	pseudogene
ENSMUSG00000087588	Gm16355	pseudogene
ENSMUSG00000082376	Gm14442	pseudogene
ENSMUSG00000084323	Gm14438	pseudogene
ENSMUSG00000085699	Gm14298	pseudogene
ENSMUSG00000086672	Gm14297	pseudogene
ENSMUSG00000062203	Gspt1	protein_coding
ENSMUSG00000084858	Gm1980	pseudogene
ENSMUSG00000091984	Gm17258	pseudogene
ENSMUSG00000086367	Gm6182	pseudogene
ENSMUSG00000085103	Gm16357	pseudogene
ENSMUSG00000084852	Gm16359	pseudogene
ENSMUSG00000085366	Gm16358	pseudogene
ENSMUSG00000083481	Rps8-ps2	pseudogene
ENSMUSG00000086941	Gm2020	pseudogene
ENSMUSG00000085288	Gm16356	pseudogene
ENSMUSG00000080856	Gm14433	pseudogene
ENSMUSG00000087665	Gm16361	pseudogene
ENSMUSG00000085518	Gm16360	pseudogene
ENSMUSG00000086489	Gm16362	pseudogene
ENSMUSG00000084763	Gm5106	lincRNA
ENSMUSG00000090511	Gm3510	lincRNA
ENSMUSG00000084779	4921504A21Rik	lincRNA
ENSMUSG00000090927	Gm17047	pseudogene
ENSMUSG00000037628	Cdkn3	protein_coding
ENSMUSG00000090703	Gm17048	pseudogene
ENSMUSG00000084148	Gm12380	pseudogene
ENSMUSG00000050295	Foxc1	protein_coding
ENSMUSG00000090811	Gm3261	pseudogene
ENSMUSG00000041263	Rusc1	protein_coding
ENSMUSG00000085632	Gm12381	lincRNA
ENSMUSG00000091365	Gm17045	pseudogene
ENSMUSG00000091290	Gm3275	pseudogene
ENSMUSG00000038372	Gmds	protein_coding
ENSMUSG00000090900	Gm3326	pseudogene
ENSMUSG00000081427	Gm12382	pseudogene
ENSMUSG00000091995	Gm3339	pseudogene
ENSMUSG00000082238	Gm12383	pseudogene
ENSMUSG00000015759	Cnih	protein_coding
ENSMUSG00000091713	Gm17126	pseudogene
ENSMUSG00000091256	Gm3348	pseudogene
ENSMUSG00000090839	Gm17094	antisense
ENSMUSG00000031668	Eif2ak3	protein_coding
ENSMUSG00000090578	Gm8323	pseudogene
ENSMUSG00000091111	Gm8324	pseudogene
ENSMUSG00000091776	Gm8340	pseudogene
ENSMUSG00000079100	Gm5456	pseudogene
ENSMUSG00000082302	Gm12385	pseudogene
ENSMUSG00000083271	Gm12384	pseudogene
ENSMUSG00000005447	Pafah1b3	protein_coding
ENSMUSG00000090585	4933406F09Rik	processed_transcript
ENSMUSG00000021670	Hmgcr	protein_coding
ENSMUSG00000082022	Gm12386	pseudogene
ENSMUSG00000090618	Gm8379	pseudogene
ENSMUSG00000037475	Thoc2	protein_coding
ENSMUSG00000090597	Gm17121	pseudogene
ENSMUSG00000084220	Gm12387	pseudogene
ENSMUSG00000072723	Gm10044	processed_transcript
ENSMUSG00000044951	Mylk4	protein_coding
ENSMUSG00000083202	Gm12388	pseudogene
ENSMUSG00000062014	Gmfb	protein_coding
ENSMUSG00000081352	Gm12389	pseudogene
ENSMUSG00000027263	Tubgcp4	protein_coding
ENSMUSG00000028407	2010003O02Rik	antisense
ENSMUSG00000087137	4930509K18Rik	lincRNA
ENSMUSG00000059743	Fdps	protein_coding
ENSMUSG00000084775	Gm16741	lincRNA
ENSMUSG00000086355	4933428C19Rik	lincRNA
ENSMUSG00000049460	Gm8396	pseudogene
ENSMUSG00000051896	1700011F03Rik	protein_coding
ENSMUSG00000045799	Gm9800	pseudogene
ENSMUSG00000081720	Gm12391	pseudogene
ENSMUSG00000089795	Gm16543	pseudogene
ENSMUSG00000082008	Gm12390	pseudogene
ENSMUSG00000058741	Prr19	protein_coding
ENSMUSG00000089686	Gm3833	pseudogene
ENSMUSG00000056412	Gm12396	pseudogene
ENSMUSG00000089833	Gm16542	antisense
ENSMUSG00000055874	Foxi3	protein_coding
ENSMUSG00000043843	Tmem145	protein_coding
ENSMUSG00000045664	Cdc42ep2	protein_coding
ENSMUSG00000021400	Wrnip1	protein_coding
ENSMUSG00000089785	Gm8429	pseudogene
ENSMUSG00000004151	Etv1	protein_coding
ENSMUSG00000081309	Gm12397	pseudogene
ENSMUSG00000085883	Gm3848	antisense
ENSMUSG00000024833	Pola2	protein_coding
ENSMUSG00000061510	Gm10101	protein_coding
ENSMUSG00000055128	Cgrrf1	protein_coding
ENSMUSG00000081437	Gm12402	pseudogene
ENSMUSG00000021741	Gm5457	pseudogene
ENSMUSG00000041237	Pklr	protein_coding
ENSMUSG00000054474	Thnsl2	protein_coding
ENSMUSG00000081115	Gm15913	pseudogene
ENSMUSG00000079357	Gm11100	antisense
ENSMUSG00000082186	Gm12403	pseudogene
ENSMUSG00000081866	Gm12401	pseudogene
ENSMUSG00000035129	Gm6781	pseudogene
ENSMUSG00000093760	RP23-152I2.1	pseudogene
ENSMUSG00000036162	1700066J24Rik	antisense
ENSMUSG00000093561	RP23-152I2.3	pseudogene
ENSMUSG00000083606	Gm15916	pseudogene
ENSMUSG00000087623	Gm12404	lincRNA
ENSMUSG00000093787	RP23-286K8.2	pseudogene
ENSMUSG00000093641	RP23-344J14.1	pseudogene
ENSMUSG00000028445	Enho	antisense
ENSMUSG00000091929	Gm8582	pseudogene
ENSMUSG00000021838	Samd4	protein_coding
ENSMUSG00000091557	Gm8584	pseudogene
ENSMUSG00000030510	Lass3	protein_coding
ENSMUSG00000045039	Megf8	protein_coding
ENSMUSG00000090503	Gm7352	pseudogene
ENSMUSG00000054422	Fabp1	protein_coding
ENSMUSG00000068776	4930469B13Rik	pseudogene
ENSMUSG00000084761	Gm12406	antisense
ENSMUSG00000087054	Gm12405	antisense
ENSMUSG00000090660	Gm17030	pseudogene
ENSMUSG00000084194	Gm12407	pseudogene
ENSMUSG00000084942	7330404K18Rik	antisense
ENSMUSG00000084925	1810062O18Rik	antisense
ENSMUSG00000055027	Smyd1	protein_coding
ENSMUSG00000090604	Gm17378	pseudogene
ENSMUSG00000082962	Gm10601	pseudogene
ENSMUSG00000058145	Adamts17	protein_coding
ENSMUSG00000005610	Eif4g2	protein_coding
ENSMUSG00000082984	Gm10599	pseudogene
ENSMUSG00000057584	Gm6128	pseudogene
ENSMUSG00000085730	Gm13307	antisense
ENSMUSG00000084940	Gm15935	antisense
ENSMUSG00000028051	Hcn3	protein_coding
ENSMUSG00000084010	Gm13302	pseudogene
ENSMUSG00000090564	A430057M04Rik	processed_transcript
ENSMUSG00000037451	Slc22a20	protein_coding
ENSMUSG00000082902	Ccl19-ps1	pseudogene
ENSMUSG00000068680	Gm10248	antisense
ENSMUSG00000071567	A830039N20Rik	lincRNA
ENSMUSG00000082414	Gm13303	pseudogene
ENSMUSG00000091079	Gm17105	sense_intronic
ENSMUSG00000073881	Gm3892	antisense
ENSMUSG00000048628	4930542C16Rik	lincRNA
ENSMUSG00000024942	Capn1	protein_coding
ENSMUSG00000068917	Clk2	protein_coding
ENSMUSG00000087577	Gm13299	antisense
ENSMUSG00000038792	4931403M11Rik	lincRNA
ENSMUSG00000089887	4930428N03Rik	lincRNA
ENSMUSG00000084036	Ccl19-ps3	pseudogene
ENSMUSG00000072686	Gm10398	lincRNA
ENSMUSG00000091542	Gm17167	processed_transcript
ENSMUSG00000087535	D930049A15Rik	lincRNA
ENSMUSG00000083929	Gm13301	pseudogene
ENSMUSG00000021874	4933413J09Rik	antisense
ENSMUSG00000081989	Gm13300	pseudogene
ENSMUSG00000037580	Gch1	protein_coding
ENSMUSG00000073879	Gm5859	pseudogene
ENSMUSG00000090338	Gm17081	pseudogene
ENSMUSG00000078729	Gm7819	antisense
ENSMUSG00000063651	Cnfn	protein_coding
ENSMUSG00000089978	Gm16245	pseudogene
ENSMUSG00000042874	D930007J09Rik	protein_coding
ENSMUSG00000090104	Gm16241	antisense
ENSMUSG00000044734	Serpinb1a	protein_coding
ENSMUSG00000075245	Gm6043	pseudogene
ENSMUSG00000037572	Wdhd1	protein_coding
ENSMUSG00000053012	Krcc1	protein_coding
ENSMUSG00000087653	1700087M22Rik	antisense
ENSMUSG00000081850	Gm15667	pseudogene
ENSMUSG00000003123	Lipe	protein_coding
ENSMUSG00000047446	Arl4a	protein_coding
ENSMUSG00000083726	Gm13309	pseudogene
ENSMUSG00000046005	D830044D21Rik	lincRNA
ENSMUSG00000073872	Gm10593	antisense
ENSMUSG00000090520	AC174382.1	protein_coding
ENSMUSG00000091570	Gm7707	pseudogene
ENSMUSG00000091860	AC174382.2	protein_coding
ENSMUSG00000090459	Gm17210	antisense
ENSMUSG00000073018	Gm1070	protein_coding
ENSMUSG00000085910	Gm12395	antisense
ENSMUSG00000087639	Gm15512	antisense
ENSMUSG00000087142	Gm12454	antisense
ENSMUSG00000090779	Gm17110	antisense
ENSMUSG00000083393	Gm15194	pseudogene
ENSMUSG00000053044	Cd8b1	protein_coding
ENSMUSG00000093556	RP23-352G2.1	processed_transcript
ENSMUSG00000082810	Gm8682	pseudogene
ENSMUSG00000025860	Xiap	protein_coding
ENSMUSG00000093528	4930529F24Rik	processed_transcript
ENSMUSG00000082500	Gm15195	pseudogene
ENSMUSG00000085351	Gm12472	antisense
ENSMUSG00000079049	Serpinb1c	protein_coding
ENSMUSG00000083318	Gm15192	pseudogene
ENSMUSG00000093383	RP23-263O11.1	processed_transcript
ENSMUSG00000083516	Gm15196	pseudogene
ENSMUSG00000074553	Gm10713	pseudogene
ENSMUSG00000086043	Gm12473	antisense
ENSMUSG00000081536	Gm15193	pseudogene
ENSMUSG00000092055	Gm7925	pseudogene
ENSMUSG00000002565	Scin	protein_coding
ENSMUSG00000024578	Il17b	protein_coding
ENSMUSG00000043770	Gm12481	pseudogene
ENSMUSG00000091808	Gm9671	pseudogene
ENSMUSG00000087505	Gm15241	antisense
ENSMUSG00000091847	Gm2855	pseudogene
ENSMUSG00000028475	5430416O09Rik	lincRNA
ENSMUSG00000085695	Gm15243	antisense
ENSMUSG00000091486	Gm7953	pseudogene
ENSMUSG00000024579	Pcyox1l	protein_coding
ENSMUSG00000053977	Cd8a	protein_coding
ENSMUSG00000091016	Gm2878	pseudogene
ENSMUSG00000083945	Gm15242	pseudogene
ENSMUSG00000079266	Gm6490	pseudogene
ENSMUSG00000024889	Rce1	protein_coding
ENSMUSG00000022124	Fbxl3	protein_coding
ENSMUSG00000090580	Gm4144	protein_coding
ENSMUSG00000092202	Stk19-ps1	pseudogene
ENSMUSG00000090310	Gm5156	protein_coding
ENSMUSG00000071691	Gm960	protein_coding
ENSMUSG00000074322	Vmn1r112	protein_coding
ENSMUSG00000067889	Spnb3	protein_coding
ENSMUSG00000059005	Hnrnpa3	protein_coding
ENSMUSG00000092498	Vmn1r109	protein_coding
ENSMUSG00000092170	Vmn1r110	protein_coding
ENSMUSG00000031026	Trim66	protein_coding
ENSMUSG00000091608	Vmn1r111	protein_coding
ENSMUSG00000092058	Gm10668	protein_coding
ENSMUSG00000052040	Klf13	protein_coding
ENSMUSG00000001700	Gramd3	protein_coding
ENSMUSG00000091638	Vmn1r113	protein_coding
ENSMUSG00000029071	Dvl1	protein_coding
ENSMUSG00000074323	Vmn1r114	protein_coding
ENSMUSG00000091435	Vmn1r115	protein_coding
ENSMUSG00000030523	Trpm1	protein_coding
ENSMUSG00000090835	Vmn1r116	protein_coding
ENSMUSG00000033004	Mycbp2	protein_coding
ENSMUSG00000090651	Vmn1r117	protein_coding
ENSMUSG00000091935	Vmn1r118	protein_coding
ENSMUSG00000021913	Ogdhl	protein_coding
ENSMUSG00000091433	Vmn1r119	protein_coding
ENSMUSG00000091988	Vmn1r120	protein_coding
ENSMUSG00000053644	Aldh7a1	protein_coding
ENSMUSG00000092543	Skiv2l-ps1	pseudogene
ENSMUSG00000078407	Vmn1r121	protein_coding
ENSMUSG00000092200	Tnxa	pseudogene
ENSMUSG00000033760	Rbm4b	protein_coding
ENSMUSG00000072473	1700024G13Rik	protein_coding
ENSMUSG00000091225	Vmn1r122	protein_coding
ENSMUSG00000021919	Chat	protein_coding
ENSMUSG00000091320	Vmn1r123	protein_coding
ENSMUSG00000015451	C4a	processed_transcript
ENSMUSG00000078410	Vmn1r124	protein_coding
ENSMUSG00000074325	Vmn1r125	protein_coding
ENSMUSG00000090745	Vmn1r126	protein_coding
ENSMUSG00000078409	Vmn1r127	protein_coding
ENSMUSG00000028072	Ntrk1	protein_coding
ENSMUSG00000006456	Rbm14	protein_coding
ENSMUSG00000046957	Spz1	protein_coding
ENSMUSG00000092136	Vmn1r128	protein_coding
ENSMUSG00000021703	Serinc5	protein_coding
ENSMUSG00000090880	Vmn1r129	protein_coding
ENSMUSG00000090376	Gm6882	protein_coding
ENSMUSG00000021702	Thbs4	protein_coding
ENSMUSG00000092013	Vmn1r130	protein_coding
ENSMUSG00000054051	Ercc6	protein_coding
ENSMUSG00000092501	Gm4172	protein_coding
ENSMUSG00000005640	Insrr	protein_coding
ENSMUSG00000091120	Gm4545	protein_coding
ENSMUSG00000074316	Vmn1r132	protein_coding
ENSMUSG00000092391	Gm4175	protein_coding
ENSMUSG00000078406	Gm4177	protein_coding
ENSMUSG00000041730	Prrxl1	protein_coding
ENSMUSG00000034108	Ccs	protein_coding
ENSMUSG00000090829	Vmn1r135	protein_coding
ENSMUSG00000078405	Gm5725	protein_coding
ENSMUSG00000067872	Ccdc87	protein_coding
ENSMUSG00000071540	3425401B19Rik	protein_coding
ENSMUSG00000083282	Ctsf	protein_coding
ENSMUSG00000046364	Rpl27a	protein_coding
ENSMUSG00000041707	1810011H11Rik	protein_coding
ENSMUSG00000091765	Gm5891	protein_coding
ENSMUSG00000078127	Fam170b	protein_coding
ENSMUSG00000078404	Vmn1r137	protein_coding
ENSMUSG00000050666	E130203B14Rik	protein_coding
ENSMUSG00000078403	Gm4179	protein_coding
ENSMUSG00000084977	4933417D19Rik	lincRNA
ENSMUSG00000085789	4732419C18Rik	lincRNA
ENSMUSG00000090418	Gm17585	lincRNA
ENSMUSG00000091559	Gm17726	lincRNA
ENSMUSG00000034614	Pik3ip1	protein_coding
ENSMUSG00000033222	Ttf2	protein_coding
ENSMUSG00000047149	Olfr1052	protein_coding
ENSMUSG00000074634	Gm7120	protein_coding
ENSMUSG00000075192	Olfr1053	protein_coding
ENSMUSG00000059555	A830007P12Rik	protein_coding
ENSMUSG00000062991	Nrg1	protein_coding
ENSMUSG00000075190	Olfr1054	protein_coding
ENSMUSG00000022248	Rad1	protein_coding
ENSMUSG00000067351	Rps15a-ps2	protein_coding
ENSMUSG00000032410	Xrn1	protein_coding
ENSMUSG00000068205	Macrod2	protein_coding
ENSMUSG00000003235	Eif2b5	protein_coding
ENSMUSG00000090737	Gm6788	protein_coding
ENSMUSG00000025580	Eif4a3	protein_coding
ENSMUSG00000024935	Slc1a1	protein_coding
ENSMUSG00000090938	Gm6905	protein_coding
ENSMUSG00000025872	Thoc3	protein_coding
ENSMUSG00000052707	Tnrc6a	protein_coding
ENSMUSG00000046791	2410016O06Rik	protein_coding
ENSMUSG00000065950	Gm5908	protein_coding
ENSMUSG00000090843	Gm17673	protein_coding
ENSMUSG00000021226	Acot2	protein_coding
ENSMUSG00000031583	Wrn	protein_coding
ENSMUSG00000005364	Il5ra	protein_coding
ENSMUSG00000013465	Cobra1	protein_coding
ENSMUSG00000043183	4732471D19Rik	protein_coding
ENSMUSG00000030417	Pdcd5	protein_coding
ENSMUSG00000072949	Acot1	protein_coding
ENSMUSG00000085670	A830052D11Rik	lincRNA
ENSMUSG00000085056	4930455D15Rik	lincRNA
ENSMUSG00000087447	2310026I22Rik	lincRNA
ENSMUSG00000087280	Gm17557	lincRNA
ENSMUSG00000007379	Dennd2c	protein_coding
ENSMUSG00000087460	4930401O12Rik	lincRNA
ENSMUSG00000050063	Klk6	protein_coding
ENSMUSG00000087140	Gm11376	lincRNA
ENSMUSG00000046723	Adam24	protein_coding
ENSMUSG00000087662	Gm11373	lincRNA
ENSMUSG00000071937	Adam25	protein_coding
ENSMUSG00000086852	Gm11374	lincRNA
ENSMUSG00000057522	Spop	protein_coding
ENSMUSG00000046282	4930529F22Rik	protein_coding
ENSMUSG00000085620	G630018N14Rik	lincRNA
ENSMUSG00000030269	Mtmr14	protein_coding
ENSMUSG00000085981	Gm11375	lincRNA
ENSMUSG00000022321	Cdh10	protein_coding
ENSMUSG00000054033	Adam39	protein_coding
ENSMUSG00000035769	Xylb	protein_coding
ENSMUSG00000087220	Gm11377	lincRNA
ENSMUSG00000027823	Gmps	protein_coding
ENSMUSG00000031596	Slc7a2	protein_coding
ENSMUSG00000090957	Gm7535	protein_coding
ENSMUSG00000048062	Fpr-rs4	protein_coding
ENSMUSG00000071176	Arhgef10	protein_coding
ENSMUSG00000073139	BC023829	protein_coding
ENSMUSG00000027080	Med19	protein_coding
ENSMUSG00000046317	BC107364	protein_coding
ENSMUSG00000084765	Gm16998	lincRNA
ENSMUSG00000085621	4930467K11Rik	lincRNA
ENSMUSG00000050249	Gm17291	lincRNA
ENSMUSG00000087275	1110002J07Rik	lincRNA
ENSMUSG00000091024	Gm17351	lincRNA
ENSMUSG00000084975	Gm16890	lincRNA
ENSMUSG00000074933	Gm17719	lincRNA
ENSMUSG00000084972	9030407P20Rik	lincRNA
ENSMUSG00000087483	D830044I16Rik	lincRNA
ENSMUSG00000091912	Gm17468	lincRNA
ENSMUSG00000085602	1500002F19Rik	lincRNA
ENSMUSG00000086609	5830432E09Rik	lincRNA
ENSMUSG00000085031	Gm16982	lincRNA
ENSMUSG00000091319	Gm17287	lincRNA
ENSMUSG00000073366	Gm10492	lincRNA
ENSMUSG00000091795	Gm17692	lincRNA
ENSMUSG00000091711	Gm2885	lincRNA
ENSMUSG00000086627	Gm16702	lincRNA
ENSMUSG00000073467	6530411M01Rik	lincRNA
ENSMUSG00000091214	4732491K20Rik	lincRNA
ENSMUSG00000087655	Gm5091	lincRNA
ENSMUSG00000085544	A930024N18Rik	lincRNA
ENSMUSG00000087696	Gm16957	lincRNA
ENSMUSG00000066035	Gm17372	lincRNA
ENSMUSG00000086895	9330136K24Rik	lincRNA
ENSMUSG00000073442	Gm16386	lincRNA
ENSMUSG00000091136	Gm17437	lincRNA
ENSMUSG00000091706	AA543186	lincRNA
ENSMUSG00000092018	Gm17550	lincRNA
ENSMUSG00000068399	Gm7247	protein_coding
ENSMUSG00000042579	4632404H12Rik	protein_coding
ENSMUSG00000042572	Ube2q1	protein_coding
ENSMUSG00000038246	Fam50b	protein_coding
ENSMUSG00000021413	Prpf4b	protein_coding
ENSMUSG00000000606	Vmn2r88	protein_coding
ENSMUSG00000031105	Slc25a14	protein_coding
ENSMUSG00000012705	Retn	protein_coding
ENSMUSG00000056197	4931417E11Rik	protein_coding
ENSMUSG00000072476	Gm9008	protein_coding
ENSMUSG00000038187	Btbd10	protein_coding
ENSMUSG00000063063	Ctnna2	protein_coding
ENSMUSG00000070448	Vmn2r89	protein_coding
ENSMUSG00000013974	1810033B17Rik	protein_coding
ENSMUSG00000040236	Trappc5	protein_coding
ENSMUSG00000046280	She	protein_coding
ENSMUSG00000089832	Shkbp1	protein_coding
ENSMUSG00000072255	Gm16382	protein_coding
ENSMUSG00000032648	Pygm	protein_coding
ENSMUSG00000005656	Snx6	protein_coding
ENSMUSG00000005540	Fcer2a	protein_coding
ENSMUSG00000079244	Gm5622	protein_coding
ENSMUSG00000027947	Il6ra	protein_coding
ENSMUSG00000060227	Casc4	protein_coding
ENSMUSG00000091142	Gm17175	protein_coding
ENSMUSG00000046318	Ccbe1	protein_coding
ENSMUSG00000091296	Gm4181	protein_coding
ENSMUSG00000059077	Pth	protein_coding
ENSMUSG00000090740	Gm17079	protein_coding
ENSMUSG00000050459	Gm17646	protein_coding
ENSMUSG00000068506	Gm5800	protein_coding
ENSMUSG00000060671	Atp8b2	protein_coding
ENSMUSG00000030759	Far1	protein_coding
ENSMUSG00000062929	Cfl2	protein_coding
ENSMUSG00000066406	Akap13	protein_coding
ENSMUSG00000027552	E2f5	protein_coding
ENSMUSG00000060615	Ang4	protein_coding
ENSMUSG00000051209	Gpr119	protein_coding
ENSMUSG00000035021	Baz1a	protein_coding
ENSMUSG00000050961	AY358078	protein_coding
ENSMUSG00000031107	Rbmx2	protein_coding
ENSMUSG00000078784	1810022K09Rik	protein_coding
ENSMUSG00000027555	Car13	protein_coding
ENSMUSG00000060780	Lrrtm1	protein_coding
ENSMUSG00000024521	Pmaip1	protein_coding
ENSMUSG00000062148	Ear6	protein_coding
ENSMUSG00000032946	Rasgrp2	protein_coding
